TICKER,DATE,AMOUNT
VOO,2013-12-24,0.914
VOO,2014-03-24,0.779
VOO,2014-06-23,0.809
VOO,2014-09-22,0.876
VOO,2015-03-23,0.984
VOO,2015-06-22,0.902
VOO,2015-09-21,0.953
VOO,2015-12-21,1.092
VOO,2016-03-21,1.006
VOO,2016-06-21,0.953
VOO,2016-09-13,0.883
VOO,2016-12-22,1.296
VOO,2017-03-22,0.998
VOO,2017-06-23,1.01
VOO,2017-09-20,1.176
VOO,2017-12-26,1.184
VOO,2018-03-26,1.084
VOO,2018-06-28,1.157
VOO,2018-09-26,1.207
VOO,2018-12-17,1.289
VOO,2019-03-21,1.455
VOO,2019-06-27,1.386
VOO,2019-09-26,1.301
VOO,2019-12-23,1.429
VOO,2020-03-10,1.178
VOO,2020-06-29,1.433
VOO,2020-09-29,1.309
VOO,2020-12-22,1.383
VOO,2021-03-26,1.263
VOO,2021-06-29,1.333
VOO,2021-09-29,1.308
VOO,2021-12-21,1.533
VOO,2022-03-24,1.374
VOO,2022-06-29,1.432
VOO,2022-09-28,1.469
VOO,2022-12-20,1.672
VOO,2023-03-24,1.487
VOO,2023-06-29,1.576
VOO,2023-09-28,1.493
VOO,2023-12-20,1.801
VOO,2024-03-22,1.543
VOO,2024-06-28,1.784
VOO,2024-09-27,1.639
VOO,2024-12-23,1.739
VOO,2025-03-27,1.812
VOO,2025-06-30,1.745
VOO,2025-09-29,1.74
VOO,2025-12-22,1.771
VOO,2026-03-27,1.872
AAPL,1987-05-11,0.000536
AAPL,1987-08-10,0.000536
AAPL,1987-11-17,0.000714
AAPL,1988-02-12,0.000714
AAPL,1988-05-16,0.000714
AAPL,1988-08-15,0.000714
AAPL,1988-11-21,0.000893
AAPL,1989-02-17,0.000893
AAPL,1989-05-22,0.000893
AAPL,1989-08-21,0.000893
AAPL,1989-11-17,0.000982
AAPL,1990-02-16,0.000982
AAPL,1990-05-21,0.000982
AAPL,1990-08-20,0.000982
AAPL,1990-11-16,0.001071
AAPL,1991-02-15,0.001071
AAPL,1991-05-20,0.001071
AAPL,1991-08-19,0.001071
AAPL,1991-11-18,0.001071
AAPL,1992-02-14,0.001071
AAPL,1992-06-01,0.001071
AAPL,1992-08-17,0.001071
AAPL,1992-11-30,0.001071
AAPL,1993-02-12,0.001071
AAPL,1993-05-28,0.001071
AAPL,1993-08-16,0.001071
AAPL,1993-11-19,0.001071
AAPL,1994-02-07,0.001071
AAPL,1994-05-27,0.001071
AAPL,1994-08-15,0.001071
AAPL,1994-11-18,0.001071
AAPL,1995-02-13,0.001071
AAPL,1995-05-26,0.001071
AAPL,1995-08-16,0.001071
AAPL,1995-11-21,0.001071
AAPL,2012-08-09,0.094643
AAPL,2012-11-07,0.094643
AAPL,2013-02-07,0.094643
AAPL,2013-05-09,0.108929
AAPL,2013-08-08,0.108929
AAPL,2013-11-06,0.108929
AAPL,2014-02-06,0.108929
AAPL,2014-05-08,0.1175
AAPL,2014-08-07,0.1175
AAPL,2014-11-06,0.1175
AAPL,2015-02-05,0.1175
AAPL,2015-05-07,0.13
AAPL,2015-08-06,0.13
AAPL,2015-11-05,0.13
AAPL,2016-02-04,0.13
AAPL,2016-05-05,0.1425
AAPL,2016-08-04,0.1425
AAPL,2016-11-03,0.1425
AAPL,2017-02-09,0.1425
AAPL,2017-05-11,0.1575
AAPL,2017-08-10,0.1575
AAPL,2017-11-10,0.1575
AAPL,2018-02-09,0.1575
AAPL,2018-05-11,0.1825
AAPL,2018-08-10,0.1825
AAPL,2018-11-08,0.1825
AAPL,2019-02-08,0.1825
AAPL,2019-05-10,0.1925
AAPL,2019-08-09,0.1925
AAPL,2019-11-07,0.1925
AAPL,2020-02-07,0.1925
AAPL,2020-05-08,0.205
AAPL,2020-08-07,0.205
AAPL,2020-11-06,0.205
AAPL,2021-02-05,0.205
AAPL,2021-05-07,0.22
AAPL,2021-08-06,0.22
AAPL,2021-11-05,0.22
AAPL,2022-02-04,0.22
AAPL,2022-05-06,0.23
AAPL,2022-08-05,0.23
AAPL,2022-11-04,0.23
AAPL,2023-02-10,0.23
AAPL,2023-05-12,0.24
AAPL,2023-08-11,0.24
AAPL,2023-11-10,0.24
AAPL,2024-02-09,0.24
AAPL,2024-05-10,0.25
AAPL,2024-08-12,0.25
AAPL,2024-11-08,0.25
AAPL,2025-02-10,0.25
AAPL,2025-05-12,0.26
AAPL,2025-08-11,0.26
AAPL,2025-11-10,0.26
AAPL,2026-02-09,0.26
AAPL,2026-05-11,0.27
CEF,1992-10-26,0.002
CEF,1993-10-25,0.01
CEF,1994-10-24,0.002
CEF,1995-10-27,0.002
CEF,1996-10-29,0.01
CEF,1997-10-29,0.01
CEF,1998-10-28,0.01
CEF,1998-11-09,0.01
CEF,1999-10-27,0.01
CEF,2000-10-27,0.01
CEF,2001-10-29,0.01
CEF,2002-10-29,0.01
CEF,2003-10-29,0.01
CEF,2004-10-27,0.01
CEF,2005-10-27,0.01
CEF,2006-10-27,0.01
CEF,2007-10-29,0.01
CEF,2008-10-29,0.01
CEF,2009-10-28,0.01
CEF,2010-10-27,0.01
CEF,2011-10-27,0.01
CEF,2012-10-31,0.01
CEF,2013-10-29,0.01
CEF,2014-10-29,0.01
CEF,2015-10-28,0.01
CEF,2016-10-27,0.01
CEF,2017-10-30,0.01
PGR,1987-06-08,0.000417
PGR,1987-09-04,0.002778
PGR,1987-12-07,0.002778
PGR,1988-03-07,0.002778
PGR,1988-06-06,0.002778
PGR,1988-09-02,0.002778
PGR,1988-12-05,0.002778
PGR,1989-03-06,0.003056
PGR,1989-06-05,0.003056
PGR,1989-09-01,0.003056
PGR,1989-12-04,0.003056
PGR,1990-03-05,0.003333
PGR,1990-06-04,0.003333
PGR,1990-09-10,0.003333
PGR,1990-12-10,0.003333
PGR,1991-03-04,0.003611
PGR,1991-06-10,0.003611
PGR,1991-09-09,0.003611
PGR,1991-12-09,0.003611
PGR,1992-03-09,0.003889
PGR,1992-06-08,0.003889
PGR,1992-09-04,0.003889
PGR,1992-11-17,0.004167
PGR,1993-03-08,0.004167
PGR,1993-06-07,0.004167
PGR,1993-09-03,0.004167
PGR,1993-12-06,0.004167
PGR,1994-03-07,0.004167
PGR,1994-06-06,0.004167
PGR,1994-09-02,0.004583
PGR,1994-12-05,0.004583
PGR,1995-03-06,0.004583
PGR,1995-06-06,0.004583
PGR,1995-09-06,0.004583
PGR,1995-12-06,0.004583
PGR,1996-03-06,0.004583
PGR,1996-06-12,0.004583
PGR,1996-09-11,0.005
PGR,1996-12-11,0.005
PGR,1997-03-12,0.005
PGR,1997-06-11,0.005
PGR,1997-09-10,0.005
PGR,1997-12-10,0.005
PGR,1998-03-11,0.005
PGR,1998-06-10,0.005
PGR,1998-09-09,0.005417
PGR,1998-12-09,0.005417
PGR,1999-03-10,0.005417
PGR,1999-06-09,0.005417
PGR,1999-09-08,0.005417
PGR,1999-12-08,0.005417
PGR,2000-03-08,0.005417
PGR,2000-06-07,0.005417
PGR,2000-09-06,0.005833
PGR,2000-12-06,0.005833
PGR,2001-03-07,0.005833
PGR,2001-06-06,0.005833
PGR,2001-09-10,0.07
PGR,2001-09-17,0.005833
PGR,2001-12-12,0.005833
PGR,2002-03-06,0.005833
PGR,2002-06-12,0.00575
PGR,2002-09-11,0.00625
PGR,2002-12-11,0.00625
PGR,2003-03-12,0.00575
PGR,2003-06-11,0.00625
PGR,2003-09-10,0.00625
PGR,2003-12-10,0.00625
PGR,2004-03-10,0.00625
PGR,2004-06-09,0.00625
PGR,2004-09-08,0.0075
PGR,2004-12-08,0.0075
PGR,2005-03-09,0.002
PGR,2005-06-08,0.0075
PGR,2005-09-07,0.0075
PGR,2005-12-07,0.0075
PGR,2006-03-08,0.0075
PGR,2006-06-07,0.03
PGR,2006-09-06,0.009
PGR,2006-12-06,0.009
PGR,2007-08-29,2.0
PGR,2008-01-17,0.145
PGR,2010-01-25,0.161
PGR,2010-12-16,1.0
PGR,2011-01-25,0.399
PGR,2012-01-24,0.407
PGR,2012-11-19,1.0
PGR,2013-01-23,0.285
PGR,2014-01-27,1.493
PGR,2015-02-02,0.686
PGR,2016-02-01,0.888
PGR,2017-02-01,0.681
PGR,2018-02-01,1.125
PGR,2019-02-01,2.514
PGR,2019-04-04,0.1
PGR,2019-07-03,0.1
PGR,2019-10-04,0.1
PGR,2020-01-07,2.35
PGR,2020-04-06,0.1
PGR,2020-07-06,0.1
PGR,2020-10-06,0.1
PGR,2021-01-07,4.6
PGR,2021-04-06,0.1
PGR,2021-07-06,0.1
PGR,2021-10-06,0.1
PGR,2021-12-17,1.5
PGR,2022-01-06,0.1
PGR,2022-04-06,0.1
PGR,2022-07-06,0.1
PGR,2022-10-06,0.1
PGR,2023-01-05,0.1
PGR,2023-04-05,0.1
PGR,2023-07-06,0.1
PGR,2023-10-04,0.1
PGR,2024-01-18,0.85
PGR,2024-04-03,0.1
PGR,2024-07-03,0.1
PGR,2024-10-03,0.1
PGR,2025-01-10,4.6
PGR,2025-04-03,0.1
PGR,2025-07-03,0.1
PGR,2025-10-02,0.1
PGR,2026-01-02,13.6
PGR,2026-04-02,0.1
MNST,1990-11-08,0.005208
GEHC,2023-05-22,0.03
GEHC,2023-07-20,0.03
GEHC,2023-10-19,0.03
GEHC,2024-01-12,0.03
GEHC,2024-04-18,0.03
GEHC,2024-07-19,0.03
GEHC,2024-10-18,0.03
GEHC,2025-01-14,0.035
GEHC,2025-04-25,0.035
GEHC,2025-07-25,0.035
GEHC,2025-10-24,0.035
GEHC,2026-01-09,0.035
GEHC,2026-04-02,0.035
EMBJ,2000-09-26,0.115
EMBJ,2000-12-19,0.128
EMBJ,2001-03-20,0.396
EMBJ,2001-03-22,0.125
EMBJ,2001-06-26,0.117
EMBJ,2001-09-17,0.435
EMBJ,2001-12-20,0.16
EMBJ,2002-03-01,2.73
EMBJ,2002-03-21,0.144
EMBJ,2002-06-24,0.127
EMBJ,2002-09-18,0.123
EMBJ,2002-12-24,0.228
EMBJ,2003-06-26,0.154
EMBJ,2003-12-23,0.233
EMBJ,2004-03-24,0.2
EMBJ,2004-06-28,0.295
EMBJ,2004-09-24,0.32
EMBJ,2004-12-21,0.345
EMBJ,2005-03-22,0.226
EMBJ,2005-06-16,0.262
EMBJ,2005-09-20,0.279
EMBJ,2005-12-21,0.286
EMBJ,2006-06-23,0.271
EMBJ,2006-09-26,0.323
EMBJ,2006-12-19,0.215
EMBJ,2007-03-20,0.115
EMBJ,2007-06-22,0.143
EMBJ,2007-09-25,0.891
EMBJ,2007-12-18,0.254
EMBJ,2008-03-18,0.619
EMBJ,2008-06-24,0.222
EMBJ,2008-09-23,0.232
EMBJ,2009-12-22,0.542
EMBJ,2010-04-30,0.17
EMBJ,2010-06-22,0.111
EMBJ,2010-09-27,0.07
EMBJ,2010-12-21,0.474
EMBJ,2011-03-28,0.143
EMBJ,2011-06-21,0.252
EMBJ,2011-09-26,0.211
EMBJ,2012-06-26,0.177
EMBJ,2012-09-25,0.139
EMBJ,2012-12-18,0.096
EMBJ,2013-03-22,0.082
EMBJ,2013-05-07,0.083
EMBJ,2013-06-25,0.075
EMBJ,2013-09-24,0.074
EMBJ,2013-12-17,0.151
EMBJ,2014-03-25,0.085
EMBJ,2014-04-29,0.12
EMBJ,2014-06-24,0.09
EMBJ,2014-09-23,0.088
EMBJ,2014-12-16,0.185
EMBJ,2015-03-17,0.054
EMBJ,2015-04-28,0.029
EMBJ,2015-06-23,0.052
EMBJ,2015-08-18,0.046
EMBJ,2015-12-22,0.043
EMBJ,2016-03-22,0.043
EMBJ,2016-06-21,0.047
EMBJ,2016-09-27,0.024
EMBJ,2017-03-21,0.05
EMBJ,2017-04-25,0.132
EMBJ,2017-06-13,0.049
EMBJ,2017-09-19,0.052
EMBJ,2017-12-27,0.108
EMBJ,2018-03-19,0.025
EMBJ,2018-04-25,0.084
EMBJ,2018-06-27,0.021
EMBJ,2018-09-26,0.01
EMBJ,2018-12-28,0.01
EMBJ,2025-05-16,0.049
EMBJ,2026-05-15,0.009
MELI,2011-03-29,0.08
MELI,2011-06-28,0.08
MELI,2011-09-28,0.08
MELI,2011-12-28,0.08
MELI,2012-03-28,0.109
MELI,2012-06-27,0.109
MELI,2012-09-26,0.109
MELI,2012-12-27,0.109
MELI,2013-03-26,0.143
MELI,2013-06-26,0.143
MELI,2013-09-26,0.143
MELI,2013-12-27,0.143
MELI,2014-03-27,0.166
MELI,2014-06-26,0.166
MELI,2014-09-26,0.166
MELI,2014-12-29,0.166
MELI,2015-03-27,0.103
MELI,2015-06-26,0.103
MELI,2015-09-28,0.103
MELI,2015-12-29,0.103
MELI,2016-03-29,0.15
MELI,2016-06-28,0.15
MELI,2016-09-28,0.15
MELI,2016-12-28,0.15
MELI,2017-03-29,0.15
MELI,2017-06-28,0.15
MELI,2017-09-28,0.15
MELI,2017-12-28,0.15
INTC,1992-10-26,0.003125
INTC,1993-01-26,0.003125
INTC,1993-04-26,0.003125
INTC,1993-07-26,0.003125
INTC,1993-10-26,0.003125
INTC,1994-01-26,0.003125
INTC,1994-04-25,0.003125
INTC,1994-07-26,0.00375
INTC,1994-10-26,0.00375
INTC,1995-01-26,0.00375
INTC,1995-04-25,0.00375
INTC,1995-07-28,0.005
INTC,1995-10-30,0.005
INTC,1996-01-30,0.005
INTC,1996-04-29,0.005
INTC,1996-07-30,0.00625
INTC,1996-10-30,0.00625
INTC,1997-01-29,0.00625
INTC,1997-04-29,0.00625
INTC,1997-07-30,0.0075
INTC,1997-10-29,0.0075
INTC,1998-01-28,0.0075
INTC,1998-04-29,0.0075
INTC,1998-08-05,0.0075
INTC,1998-11-04,0.01
INTC,1999-02-03,0.015
INTC,1999-05-05,0.015
INTC,1999-08-04,0.015
INTC,1999-11-03,0.015
INTC,2000-02-03,0.015
INTC,2000-05-03,0.015
INTC,2000-08-03,0.02
INTC,2000-11-03,0.02
INTC,2001-02-05,0.02
INTC,2001-05-03,0.02
INTC,2001-08-03,0.02
INTC,2001-11-05,0.02
INTC,2002-02-05,0.02
INTC,2002-05-03,0.02
INTC,2002-08-05,0.02
INTC,2002-11-05,0.02
INTC,2003-02-05,0.02
INTC,2003-05-05,0.02
INTC,2003-08-05,0.02
INTC,2003-11-05,0.02
INTC,2004-02-04,0.04
INTC,2004-05-05,0.04
INTC,2004-08-04,0.04
INTC,2004-11-03,0.04
INTC,2005-02-03,0.08
INTC,2005-05-04,0.08
INTC,2005-08-03,0.08
INTC,2005-11-03,0.08
INTC,2006-02-03,0.1
INTC,2006-05-03,0.1
INTC,2006-08-03,0.1
INTC,2006-11-03,0.1
INTC,2007-02-05,0.113
INTC,2007-05-03,0.113
INTC,2007-08-03,0.113
INTC,2007-11-05,0.113
INTC,2008-02-05,0.128
INTC,2008-05-05,0.14
INTC,2008-08-05,0.14
INTC,2008-11-05,0.14
INTC,2009-02-04,0.14
INTC,2009-05-05,0.14
INTC,2009-08-05,0.14
INTC,2009-11-04,0.14
INTC,2010-02-03,0.158
INTC,2010-05-05,0.158
INTC,2010-08-04,0.158
INTC,2010-11-03,0.158
INTC,2011-02-03,0.181
INTC,2011-05-04,0.181
INTC,2011-08-03,0.21
INTC,2011-11-03,0.21
INTC,2012-02-03,0.21
INTC,2012-05-03,0.21
INTC,2012-08-03,0.225
INTC,2012-11-05,0.225
INTC,2013-02-05,0.225
INTC,2013-05-03,0.225
INTC,2013-08-05,0.225
INTC,2013-11-05,0.225
INTC,2014-02-05,0.225
INTC,2014-05-05,0.225
INTC,2014-08-05,0.225
INTC,2014-11-05,0.225
INTC,2015-02-04,0.24
INTC,2015-05-05,0.24
INTC,2015-08-05,0.24
INTC,2015-11-04,0.24
INTC,2016-02-03,0.26
INTC,2016-05-04,0.26
INTC,2016-08-03,0.26
INTC,2016-11-03,0.26
INTC,2017-02-03,0.26
INTC,2017-05-03,0.273
INTC,2017-08-03,0.273
INTC,2017-11-06,0.273
INTC,2018-02-06,0.3
INTC,2018-05-04,0.3
INTC,2018-08-06,0.3
INTC,2018-11-06,0.3
INTC,2019-02-06,0.315
INTC,2019-05-06,0.315
INTC,2019-08-06,0.315
INTC,2019-11-06,0.315
INTC,2020-02-06,0.33
INTC,2020-05-06,0.33
INTC,2020-08-06,0.33
INTC,2020-11-05,0.33
INTC,2021-02-04,0.348
INTC,2021-05-06,0.348
INTC,2021-08-05,0.348
INTC,2021-11-04,0.348
INTC,2022-02-04,0.365
INTC,2022-05-05,0.365
INTC,2022-08-04,0.365
INTC,2022-11-04,0.365
INTC,2023-02-06,0.365
INTC,2023-05-04,0.125
INTC,2023-08-04,0.125
INTC,2023-11-06,0.125
INTC,2024-02-06,0.125
INTC,2024-05-06,0.125
INTC,2024-08-07,0.125
QQQ,2003-12-24,0.014
QQQ,2004-12-17,0.379
QQQ,2005-06-17,0.035
QQQ,2005-12-16,0.101
QQQ,2006-03-17,0.029
QQQ,2006-06-16,0.026
QQQ,2006-09-15,0.023
QQQ,2006-12-15,0.054
QQQ,2007-03-16,0.027
QQQ,2007-06-15,0.037
QQQ,2007-09-21,0.026
QQQ,2007-12-21,0.053
QQQ,2008-03-20,0.033
QQQ,2008-06-20,0.034
QQQ,2008-09-19,0.028
QQQ,2008-12-19,0.043
QQQ,2009-03-20,0.049
QQQ,2009-06-19,0.044
QQQ,2009-09-18,0.041
QQQ,2009-12-18,0.073
QQQ,2010-03-19,0.051
QQQ,2010-06-18,0.089
QQQ,2010-06-25,0.089
QQQ,2010-09-17,0.112
QQQ,2010-12-17,0.108
QQQ,2011-03-18,0.077
QQQ,2011-06-17,0.121
QQQ,2011-09-16,0.104
QQQ,2011-12-16,0.161
QQQ,2011-12-27,0.049
QQQ,2012-03-16,0.113
QQQ,2012-06-15,0.143
QQQ,2012-09-21,0.2
QQQ,2012-12-21,0.367
QQQ,2013-03-15,0.159
QQQ,2013-06-21,0.224
QQQ,2013-09-20,0.238
QQQ,2013-12-20,0.272
QQQ,2014-02-27,0.373
QQQ,2014-03-21,0.206
QQQ,2014-06-20,0.249
QQQ,2014-09-19,0.238
QQQ,2014-12-19,0.387
QQQ,2015-03-20,0.248
QQQ,2015-06-19,0.254
QQQ,2015-09-18,0.26
QQQ,2015-12-18,0.342
QQQ,2016-03-18,0.318
QQQ,2016-06-17,0.287
QQQ,2016-09-16,0.294
QQQ,2016-12-16,0.355
QQQ,2017-03-17,0.274
QQQ,2017-06-16,0.378
QQQ,2017-09-18,0.319
QQQ,2017-12-18,0.329
QQQ,2018-03-19,0.277
QQQ,2018-06-18,0.378
QQQ,2018-09-24,0.33
QQQ,2018-12-24,0.421
QQQ,2019-03-18,0.324
QQQ,2019-06-24,0.416
QQQ,2019-09-23,0.384
QQQ,2019-12-23,0.458
QQQ,2020-03-23,0.363
QQQ,2020-06-22,0.424
QQQ,2020-12-21,0.561
QQQ,2021-03-22,0.395
QQQ,2021-06-21,0.397
QQQ,2021-09-20,0.414
QQQ,2021-12-20,0.491
QQQ,2022-03-21,0.434
QQQ,2022-06-21,0.527
QQQ,2022-09-19,0.519
QQQ,2022-12-19,0.655
QQQ,2023-03-20,0.472
QQQ,2023-06-20,0.504
QQQ,2023-09-18,0.536
QQQ,2023-12-18,0.808
QQQ,2023-12-27,0.216
QQQ,2024-03-18,0.573
QQQ,2024-06-24,0.762
QQQ,2024-09-23,0.677
QQQ,2024-12-23,0.835
QQQ,2025-03-24,0.716
QQQ,2025-06-23,0.591
QQQ,2025-09-22,0.694
QQQ,2025-12-22,0.794
QQQ,2026-03-23,0.733
MA,2006-10-05,0.009
MA,2007-01-10,0.009
MA,2007-04-04,0.015
MA,2007-06-29,0.015
MA,2007-10-17,0.015
MA,2008-01-09,0.015
MA,2008-04-07,0.015
MA,2008-07-09,0.015
MA,2008-10-08,0.015
MA,2009-01-07,0.015
MA,2009-04-08,0.015
MA,2009-07-08,0.015
MA,2009-10-07,0.015
MA,2010-01-06,0.015
MA,2010-04-07,0.015
MA,2010-07-01,0.015
MA,2010-10-07,0.015
MA,2011-01-06,0.015
MA,2011-04-06,0.015
MA,2011-07-06,0.015
MA,2011-10-05,0.015
MA,2012-01-05,0.015
MA,2012-04-04,0.03
MA,2012-07-05,0.03
MA,2012-10-05,0.03
MA,2013-01-07,0.03
MA,2013-04-05,0.06
MA,2013-07-05,0.06
MA,2013-10-07,0.06
MA,2014-01-07,0.11
MA,2014-04-07,0.11
MA,2014-07-07,0.11
MA,2014-10-07,0.11
MA,2015-01-07,0.16
MA,2015-04-07,0.16
MA,2015-07-07,0.16
MA,2015-10-07,0.16
MA,2016-01-06,0.19
MA,2016-04-06,0.19
MA,2016-07-06,0.19
MA,2016-10-05,0.19
MA,2017-01-05,0.22
MA,2017-04-05,0.22
MA,2017-07-05,0.22
MA,2017-10-05,0.22
MA,2018-01-08,0.25
MA,2018-04-06,0.25
MA,2018-07-06,0.25
MA,2018-10-05,0.25
MA,2019-01-08,0.33
MA,2019-04-08,0.33
MA,2019-07-08,0.33
MA,2019-10-08,0.33
MA,2020-01-08,0.4
MA,2020-04-08,0.4
MA,2020-07-08,0.4
MA,2020-10-08,0.4
MA,2021-01-07,0.44
MA,2021-04-08,0.44
MA,2021-07-08,0.44
MA,2021-10-07,0.44
MA,2022-01-06,0.49
MA,2022-04-07,0.49
MA,2022-07-07,0.49
MA,2022-10-06,0.49
MA,2023-01-06,0.57
MA,2023-04-05,0.57
MA,2023-07-06,0.57
MA,2023-10-05,0.57
MA,2024-01-08,0.66
MA,2024-04-08,0.66
MA,2024-07-09,0.66
MA,2024-10-09,0.66
MA,2025-01-10,0.76
MA,2025-04-09,0.76
MA,2025-07-09,0.76
MA,2025-10-09,0.76
MA,2026-01-09,0.87
MA,2026-04-09,0.87
EME,2011-10-06,0.05
EME,2012-01-18,0.05
EME,2012-04-13,0.05
EME,2012-07-12,0.05
EME,2012-10-11,0.05
EME,2012-12-14,0.31
EME,2013-04-15,0.06
EME,2013-07-10,0.06
EME,2013-10-10,0.06
EME,2014-01-22,0.08
EME,2014-04-15,0.08
EME,2014-07-10,0.08
EME,2014-10-16,0.08
EME,2015-01-21,0.08
EME,2015-04-15,0.08
EME,2015-07-15,0.08
EME,2015-10-15,0.08
EME,2016-01-14,0.08
EME,2016-04-14,0.08
EME,2016-07-14,0.08
EME,2016-10-13,0.08
EME,2017-01-12,0.08
EME,2017-04-12,0.08
EME,2017-07-13,0.08
EME,2017-10-16,0.08
EME,2018-01-12,0.08
EME,2018-04-13,0.08
EME,2018-07-19,0.08
EME,2018-10-12,0.08
EME,2019-01-17,0.08
EME,2019-04-17,0.08
EME,2019-07-18,0.08
EME,2019-10-17,0.08
EME,2020-01-16,0.08
EME,2020-04-16,0.08
EME,2020-07-17,0.08
EME,2020-10-15,0.08
EME,2021-01-15,0.13
EME,2021-04-15,0.13
EME,2021-07-16,0.13
EME,2021-10-14,0.13
EME,2022-01-14,0.13
EME,2022-04-14,0.13
EME,2022-07-15,0.13
EME,2022-10-17,0.15
EME,2023-01-13,0.15
EME,2023-04-14,0.18
EME,2023-07-19,0.18
EME,2023-10-13,0.18
EME,2024-01-12,0.18
EME,2024-04-15,0.25
EME,2024-07-15,0.25
EME,2024-10-15,0.25
EME,2025-01-16,0.25
EME,2025-04-17,0.25
EME,2025-07-15,0.25
EME,2025-10-15,0.25
EME,2026-01-14,0.4
EME,2026-04-16,0.4
LRCX,2014-06-09,0.018
LRCX,2014-09-08,0.018
LRCX,2014-12-08,0.018
LRCX,2015-03-09,0.018
LRCX,2015-06-08,0.03
LRCX,2015-09-04,0.03
LRCX,2015-12-07,0.03
LRCX,2016-03-07,0.03
LRCX,2016-06-06,0.03
LRCX,2016-09-12,0.03
LRCX,2016-12-12,0.045
LRCX,2017-03-06,0.045
LRCX,2017-06-05,0.045
LRCX,2017-09-12,0.045
LRCX,2017-12-05,0.05
LRCX,2018-03-06,0.05
LRCX,2018-06-05,0.11
LRCX,2018-09-11,0.11
LRCX,2018-12-04,0.11
LRCX,2019-03-19,0.11
LRCX,2019-06-11,0.11
LRCX,2019-09-30,0.115
LRCX,2019-12-10,0.115
LRCX,2020-03-24,0.115
LRCX,2020-06-16,0.115
LRCX,2020-09-29,0.13
LRCX,2020-12-08,0.13
LRCX,2021-03-16,0.13
LRCX,2021-06-15,0.13
LRCX,2021-09-27,0.15
LRCX,2021-12-14,0.15
LRCX,2022-03-15,0.15
LRCX,2022-06-14,0.15
LRCX,2022-09-13,0.1725
LRCX,2022-12-13,0.1725
LRCX,2023-03-14,0.1725
LRCX,2023-06-13,0.1725
LRCX,2023-09-12,0.2
LRCX,2023-12-12,0.2
LRCX,2024-03-12,0.2
LRCX,2024-06-18,0.2
LRCX,2024-09-17,0.23
LRCX,2024-12-11,0.23
LRCX,2025-03-05,0.23
LRCX,2025-06-18,0.23
LRCX,2025-09-24,0.26
LRCX,2025-12-03,0.26
LRCX,2026-03-04,0.26
NVDA,2012-11-20,0.001875
NVDA,2013-02-26,0.001875
NVDA,2013-05-21,0.001875
NVDA,2013-08-20,0.001875
NVDA,2013-11-19,0.002125
NVDA,2014-02-25,0.002125
NVDA,2014-05-20,0.002125
NVDA,2014-08-19,0.002125
NVDA,2014-11-19,0.002125
NVDA,2015-02-24,0.002125
NVDA,2015-05-19,0.00245
NVDA,2015-08-18,0.00245
NVDA,2015-11-18,0.002875
NVDA,2016-02-29,0.002875
NVDA,2016-05-24,0.002875
NVDA,2016-08-23,0.002875
NVDA,2016-11-23,0.0035
NVDA,2017-02-22,0.0035
NVDA,2017-05-19,0.0035
NVDA,2017-08-22,0.0035
NVDA,2017-11-22,0.00375
NVDA,2018-02-22,0.00375
NVDA,2018-05-23,0.00375
NVDA,2018-08-29,0.00375
NVDA,2018-11-29,0.004
NVDA,2019-02-28,0.004
NVDA,2019-05-30,0.004
NVDA,2019-08-28,0.004
NVDA,2019-11-27,0.004
NVDA,2020-02-27,0.004
NVDA,2020-06-04,0.004
NVDA,2020-09-01,0.004
NVDA,2020-12-03,0.004
NVDA,2021-03-09,0.004
NVDA,2021-06-09,0.004
NVDA,2021-08-31,0.004
NVDA,2021-12-01,0.004
NVDA,2022-03-02,0.004
NVDA,2022-06-08,0.004
NVDA,2022-09-07,0.004
NVDA,2022-11-30,0.004
NVDA,2023-03-07,0.004
NVDA,2023-06-07,0.004
NVDA,2023-09-06,0.004
NVDA,2023-12-05,0.004
NVDA,2024-03-05,0.004
NVDA,2024-06-11,0.01
NVDA,2024-09-12,0.01
NVDA,2024-12-05,0.01
NVDA,2025-03-12,0.01
NVDA,2025-06-11,0.01
NVDA,2025-09-11,0.01
NVDA,2025-12-04,0.01
NVDA,2026-03-11,0.01
WING,2016-07-08,2.9
WING,2017-08-30,0.07
WING,2017-12-01,0.07
WING,2018-02-08,3.17
WING,2018-03-08,0.07
WING,2018-06-01,0.07
WING,2018-08-31,0.09
WING,2018-11-23,3.05
WING,2018-12-03,0.09
WING,2019-03-12,0.09
WING,2019-06-06,0.09
WING,2019-08-29,0.11
WING,2019-11-27,0.11
WING,2020-03-05,0.11
WING,2020-06-17,0.11
WING,2020-08-27,0.14
WING,2020-11-19,5.14
WING,2021-03-04,0.14
WING,2021-05-13,0.14
WING,2021-08-12,0.17
WING,2021-11-18,0.17
WING,2022-03-10,0.17
WING,2022-03-23,4.0
WING,2022-05-19,0.17
WING,2022-08-11,0.19
WING,2022-11-09,0.19
WING,2023-03-09,0.19
WING,2023-05-18,0.19
WING,2023-08-17,0.22
WING,2023-11-16,0.22
WING,2024-03-07,0.22
WING,2024-05-16,0.22
WING,2024-08-16,0.27
WING,2024-11-15,0.27
WING,2025-03-07,0.27
WING,2025-05-16,0.27
WING,2025-08-15,0.3
WING,2025-11-21,0.3
WING,2026-03-06,0.3
WING,2026-05-15,0.3
